AREA_NO,HOLIDAY,ELECTRO_TYPE,TRADE_NO,WINDSPEED,LAPSERATE,AIRPRESSURE,HUMIDITY,PRECIPITATIONRANINFALL
35401,0,100,1750,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1750,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1750,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1750,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1750,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,1760,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1760,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1760,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1810,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,1810,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,1820,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,1820,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,2020,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,2020,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,2020,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,2220,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,2220,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,2640,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,2720,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,2810,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,2810,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,2810,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,2810,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,2810,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,2810,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,2820,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,2820,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,2930,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3000,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3000,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3000,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3000,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3010,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3010,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3020,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3050,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3050,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3090,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3090,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3090,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3090,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3090,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3090,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3120,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3120,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3130,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3130,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3130,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3130,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3130,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3130,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3130,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3130,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3130,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3130,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3130,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3130,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3130,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3149,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3149,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3149,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3153,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3153,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3153,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3153,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3153,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3153,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3153,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3153,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3153,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3153,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3153,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3153,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3153,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3153,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3153,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3190,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3190,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3190,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3190,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3220,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3220,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3220,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3220,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3220,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3220,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3220,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3220,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3220,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3220,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3220,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3230,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,405,3230,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,405,3230,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3350,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3350,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3460,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3460,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3490,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3490,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3520,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3520,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3520,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3550,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3550,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3580,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3580,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3580,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3580,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3590,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3590,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3590,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3720,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,3750,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3790,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3790,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3790,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3930,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3930,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3930,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,3930,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3930,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,3930,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,3940,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,3940,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4050,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4050,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4050,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,4050,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,4060,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4090,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4090,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4090,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4090,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4090,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,4090,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,4090,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,4141,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4141,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4190,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,500,4410,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,4420,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4420,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4420,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,500,4420,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,500,4420,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,4610,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4610,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4610,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,4610,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,4620,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4620,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,4620,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,4620,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,4620,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,4620,3.7,26.8625,992.9125,79.04166667,11
35401,0,402,4720,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,5010,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,5120,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,5120,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,5130,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,5130,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,5130,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,5130,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,5130,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,5130,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,5130,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,5130,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,5130,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,5130,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,5130,3.7,26.8625,992.9125,79.04166667,11
35401,0,402,5400,2.804166667,21.7125,999.225,87.04166667,2
35401,0,402,5710,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,402,5710,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,402,5710,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,402,5710,2.804166667,21.7125,999.225,87.04166667,2
35401,0,402,5710,3.7,26.8625,992.9125,79.04166667,11
35401,0,402,5710,3.7,26.8625,992.9125,79.04166667,11
35401,0,402,5720,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,405,5720,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,405,5720,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,405,5720,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,6010,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,6010,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,100,6010,2.804166667,21.7125,999.225,87.04166667,2
35401,0,100,6010,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,6010,3.7,26.8625,992.9125,79.04166667,11
35401,0,405,6010,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,405,6010,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,405,6010,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,405,6010,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,405,6010,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,405,6010,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,405,6010,2.804166667,21.7125,999.225,87.04166667,2
35401,0,405,6010,2.804166667,21.7125,999.225,87.04166667,2
35401,0,405,6010,2.804166667,21.7125,999.225,87.04166667,2
35401,0,405,6010,3.7,26.8625,992.9125,79.04166667,11
35401,0,405,6010,3.7,26.8625,992.9125,79.04166667,11
35401,0,100,6020,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,100,6020,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,100,6020,2.804166667,21.7125,999.225,87.04166667,2
35401,0,405,6020,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,405,6020,3.7,26.8625,992.9125,79.04166667,11
35401,0,401,6030,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,401,6030,2.083333333,23.02083333,1000.004167,92.0,6
35401,0,401,6030,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,401,6030,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,401,6030,2.333333333,18.68333333,1003.891667,80.375,2
35401,0,401,6030,2.7875,22.17083333,1003.016667,64.16666667,0
35401,0,401,6030,2.7875,22.17083333,1003.016667,64.16666667,0
